Age,Sex,Height_cm,Weight_kg,BMI,BodyFat_PC,LeanMass_kg,ActivityLevel_1to5,Calorie_Maintenance
31,M,167,80,28.7,27.6,57.9,3,2625
48,F,175,56,18.3,13.2,48.6,5,2380
36,M,176,68,22,21.1,53.7,1,1926
64,F,190,57,15.8,15.3,48.3,1,1531
33,M,150,52,23.1,27.5,37.7,2,1784
22,M,169,83,29.1,9.4,75.2,1,2137
52,M,157,74,30,21.2,58.3,4,2529
29,M,170,76,26.3,24.5,57.4,4,2902
42,F,162,79,30.1,24.2,59.9,5,2719
38,F,167,72,25.8,30.6,50,2,1942
53,F,161,54,20.8,28.6,38.5,1,1344
40,F,171,73,25,25.6,54.3,3,2228
33,M,180,66,20.4,8,60.7,4,2803
56,F,166,67,24.3,26.6,49.2,3,1963
62,F,184,55,16.2,31.7,37.6,5,2335
59,F,180,47,14.5,15.8,39.6,5,2164
56,M,190,61,16.9,31.3,41.9,2,2093
31,F,174,78,25.8,29.2,55.2,1,1861
48,F,169,68,23.8,16.4,56.9,1,1602
22,M,154,96,40.5,17.8,78.9,3,2817
52,M,162,69,26.3,14.3,59.1,5,2750
40,F,167,72,25.8,30.5,50.1,3,2174
46,F,169,70,24.5,16.5,58.4,4,2355
60,M,193,54,14.5,16.7,45,3,2249
28,F,167,69,24.7,20.1,55.1,1,1719
35,M,152,53,22.9,13,46.1,4,2259
64,F,176,68,22,25.9,50.4,3,2013
29,F,176,43,13.9,19.6,34.6,1,1468
26,F,165,68,25,30.8,47.1,4,2449
27,F,191,72,19.7,28.8,51.3,4,2790
61,F,151,73,32,35,47.4,3,1872
34,M,182,48,14.5,9.5,43.5,1,1743
55,M,167,77,27.6,11.8,67.9,2,2122
24,F,160,79,30.9,22,61.6,3,2338
63,F,194,55,14.6,22.9,42.4,2,1768
30,F,177,84,26.8,19.7,67.5,2,2248
57,M,167,72,25.8,35.1,46.7,2,2040
59,M,166,69,25,18.8,56,2,1976
26,M,172,78,26.4,25.7,57.9,4,2984
44,M,165,94,34.5,24.7,70.8,4,3029
19,M,182,67,20.2,17.2,55.5,1,2061
22,M,170,62,21.5,25.7,46.1,1,1893
46,M,180,101,31.2,22,78.8,1,2292
54,M,172,67,22.6,31.9,45.6,3,2294
55,F,178,75,23.7,31.3,51.5,4,2460
36,M,183,67,20,8,61.6,2,2253
25,M,186,45,13,9.7,40.6,3,2313
62,M,174,65,21.5,20.8,51.5,1,1719
18,M,161,86,33.2,28.9,61.1,1,2137
39,F,168,57,20.2,23,43.9,1,1516
34,M,169,89,31.2,25.3,66.5,4,3072
24,F,164,81,30.1,44.3,45.1,1,1864
42,F,162,54,20.6,17,44.8,2,1624
62,F,171,51,17.4,25.5,38,3,1717
21,M,160,51,19.9,23.3,39.1,3,2185
53,M,158,63,25.2,28.9,44.8,1,1629
23,M,153,53,22.6,29.6,37.3,2,1892
48,F,174,88,29.1,26.4,64.7,3,2428
36,F,173,52,17.4,33.2,34.7,2,1732
61,F,166,56,20.3,32.7,37.7,3,1753
56,F,179,92,28.7,25.3,68.7,2,2196
44,M,160,66,25.8,21.2,52,1,1734
27,M,173,76,25.4,24.3,57.5,2,2352
43,M,170,76,26.3,8.7,69.4,3,2499
36,F,162,48,18.3,17.8,39.5,4,1986
56,F,165,82,30.1,14.3,70.3,3,2185
20,M,164,79,29.4,29.1,56,2,2365
62,M,172,79,26.7,32.8,53.1,3,2418
30,F,175,59,19.3,27.3,42.9,4,2367
45,M,165,74,27.2,21,58.5,4,2675
37,M,162,67,25.5,16.1,56.2,1,1803
45,F,171,71,24.3,29,50.4,4,2402
25,F,153,58,24.8,30.4,40.4,1,1500
58,F,170,67,23.2,21.2,52.8,4,2210
56,M,185,84,24.5,22.5,65.1,2,2366
18,F,162,41,15.6,19.2,33.1,3,1815
20,M,168,64,22.7,25.3,47.8,2,2193
30,M,180,79,24.4,18.9,64.1,3,2743
45,F,177,53,16.9,21.4,41.7,4,2156
42,M,170,76,26.3,12.6,66.4,2,2224
50,F,169,77,27,24.1,58.4,3,2193
55,F,157,67,27.2,36,42.9,3,1883
23,M,174,74,24.4,24.8,55.7,1,2061
61,M,156,94,38.6,30.3,65.5,4,2785
62,F,149,59,26.6,28.1,42.4,5,1995
49,F,180,49,15.1,21,38.7,2,1662
62,F,173,63,21,21.9,49.2,4,2139
64,F,178,55,17.4,17.6,45.3,1,1417
38,F,162,75,28.6,29.8,52.6,5,2681
33,F,174,63,20.8,25.7,46.8,3,2156
38,M,165,79,29,30,55.3,5,3108
28,M,166,74,26.9,22.9,57.1,1,1971
54,M,179,59,18.4,8,54.3,4,2490
53,M,168,56,19.8,16.2,46.9,3,2092
52,F,163,49,18.4,30,34.3,2,1495
36,M,156,85,34.9,20.4,67.6,4,2846
37,M,173,77,25.7,30.5,53.5,3,2590
35,F,180,63,19.4,33.3,42,5,2696
64,M,162,79,30.1,29.4,55.7,2,2045
58,F,176,53,17.1,29.1,37.6,5,2240
31,F,160,56,21.9,8,51.5,3,1928
32,F,177,55,17.6,20.1,43.9,3,2069
48,F,170,74,25.6,22,57.8,1,1681
18,F,172,60,20.3,29.2,42.5,4,2456
20,M,163,48,18.1,22.9,37,4,2421
33,M,173,71,23.7,10,63.9,4,2813
40,M,164,78,29,10.2,70,4,2777
28,F,165,67,24.6,18.1,54.9,5,2660
29,M,154,87,36.7,43.5,49.2,4,2919
27,M,162,82,31.2,24.2,62.1,5,3234
49,M,164,86,32,26.1,63.6,4,2837
33,M,173,81,27.1,10.2,72.7,4,2986
25,F,175,73,23.8,30.8,50.5,2,2114
55,M,163,51,19.2,19.5,41.1,3,1951
29,F,168,64,22.7,34,42.2,2,1903
41,F,186,62,17.9,12.1,54.5,1,1699
45,M,171,56,19.2,21.2,44.1,3,2183
25,F,164,61,22.7,17.9,50.1,4,2327
45,F,153,48,20.5,27.1,35,1,1260
53,F,161,83,32,29.8,58.2,2,1939
43,F,161,54,20.8,17,44.8,1,1404
25,F,189,82,23,28.4,58.7,3,2658
45,F,161,89,34.3,33.4,59.3,1,1812
45,F,170,58,20.1,29.8,40.7,1,1507
54,M,173,61,20.4,17.4,50.4,2,1961
58,M,181,77,23.5,18.6,62.7,2,2222
53,F,170,63,21.8,20.3,50.2,3,1963
44,F,164,58,21.6,29.6,40.8,1,1468
34,M,164,76,28.3,25.4,56.7,3,2511
26,M,173,58,19.4,11.9,51.1,3,2381
50,M,163,102,38.4,21.9,79.7,2,2466
37,M,158,78,31.2,35.1,50.6,3,2460
30,F,164,80,29.7,29.9,56.1,2,2081
45,F,156,68,27.9,17.2,56.3,4,2189
46,M,188,97,27.4,9.7,87.6,5,3648
30,M,175,58,18.9,18,47.6,4,2637
63,M,186,81,23.4,22,63.2,4,2867
52,M,174,49,16.2,18.7,39.8,2,1818
23,F,185,104,30.4,14.1,89.3,3,2976
35,M,173,82,27.4,26.7,60.1,1,2077
22,M,177,55,17.6,8,50.6,4,2675
64,M,148,77,35.2,31,53.2,3,2139
42,F,160,85,33.2,28,61.2,2,2033
19,F,170,56,19.4,25.4,41.8,3,2118
27,F,170,63,21.8,26.8,46.1,3,2164
47,M,169,55,19.3,19.7,44.1,2,1892
62,M,174,77,25.4,21.8,60.2,4,2678
22,M,174,72,23.8,33.8,47.7,4,2936
50,F,178,70,22.1,20.8,55.5,2,1927
18,F,176,57,18.4,25.1,42.7,2,1951
35,M,182,66,19.9,26.2,48.7,3,2522
49,M,182,59,17.8,22.8,45.5,2,2045
64,F,171,77,26.3,20.3,61.4,4,2342
28,M,190,54,15,8,49.7,3,2468
38,M,183,58,17.3,28.5,41.5,2,2115
43,M,161,82,31.6,30.6,56.9,1,1939
42,F,173,63,21,22.6,48.8,2,1842
39,M,151,96,42.1,31.9,65.3,4,2956
44,M,153,72,30.8,25,54,4,2520
30,M,165,42,15.4,8,38.6,1,1567
50,M,161,50,19.3,13.6,43.2,4,2175
51,F,165,61,22.4,18.1,50,2,1684
58,F,173,81,27.1,17.1,67.1,5,2736
52,F,182,79,23.8,22.6,61.2,4,2598
18,M,181,62,18.9,14.7,52.9,5,3165
38,F,174,88,29.1,35.6,56.6,4,2788
23,M,159,74,29.3,8,68.1,4,2800
45,F,164,65,24.2,21.4,51.1,2,1772
34,M,176,87,28.1,16,73.1,3,2797
22,F,161,57,22,11.6,50.4,3,2023
48,F,157,78,31.6,26.7,57.2,2,1870
22,F,174,79,26.1,13.9,68,2,2208
55,M,169,79,27.7,22.3,61.4,5,2994
20,M,167,67,24,14.4,57.4,3,2509
40,M,181,83,25.3,8,76.4,2,2428
54,F,180,97,29.9,20.2,77.4,1,1996
54,M,187,67,19.2,24.4,50.6,2,2163
27,M,163,71,26.7,17.2,58.8,3,2478
27,M,174,83,27.4,32.5,56,1,2145
36,M,170,66,22.8,24.4,49.9,3,2398
34,M,173,65,21.7,27.8,46.9,4,2701
38,M,158,52,20.8,16.7,43.3,4,2281
31,F,155,44,18.3,16.9,36.5,5,2076
26,F,169,52,18.2,19.3,42,3,1992
63,M,161,82,31.6,19.2,66.3,1,1819
18,F,179,54,16.9,18.3,44.1,4,2428
62,F,154,77,32.5,13.1,66.9,1,1513
30,M,155,92,38.3,28.3,65.9,4,3007
21,M,165,72,26.4,10.3,64.6,5,3137
18,F,154,56,23.6,27,40.9,5,2415
57,M,186,68,19.7,28.6,48.5,5,2968
49,F,168,75,26.6,19.7,60.2,1,1672
51,F,163,75,28.2,42.3,43.3,1,1623
45,F,174,71,23.5,22.1,55.3,2,1940
48,M,178,79,24.9,19.7,63.5,4,2876
25,F,172,84,28.4,20,67.2,1,1954
56,M,169,62,21.7,30.7,43,4,2417
43,M,160,91,35.5,19.9,72.9,1,2040
51,M,176,74,23.9,27.1,54,4,2742
20,M,184,36,10.6,11.2,32,2,1945
29,M,167,67,24,23.2,51.5,3,2439
18,F,161,67,25.8,29.9,47,5,2707
61,M,171,86,29.4,21.7,67.4,3,2524
22,M,170,61,21.1,15.9,51.3,1,1881
47,M,157,72,29.2,19.7,57.8,4,2537
47,M,164,48,17.8,10.6,42.9,2,1753
34,M,187,57,16.3,29.3,40.3,3,2439
64,F,156,81,33.3,31.8,55.3,4,2249
40,M,163,51,19.2,21,40.3,4,2300
32,M,160,84,32.8,34.1,55.4,3,2611
54,F,161,87,33.6,27.9,62.7,4,2493
38,M,165,88,32.3,22.1,68.5,1,2071
31,F,174,93,30.7,32.8,62.5,3,2637
19,F,183,81,24.2,27.7,58.6,1,2037
28,F,172,76,25.7,31.5,52.1,3,2377
56,F,163,79,29.7,33.1,52.8,2,1880
55,M,185,71,20.7,20.1,56.7,5,3032
51,M,149,64,28.8,27.5,46.4,2,1816
55,F,176,81,26.1,8,74.5,5,2800
51,F,159,76,30.1,12.7,66.3,3,2073
35,M,169,83,29.1,26,61.4,3,2660
47,F,175,66,21.6,24.9,49.6,2,1866
32,F,153,68,29,14.4,58.2,3,2038
44,F,171,73,25,19,59.2,4,2445
51,M,172,68,23,24.9,51.1,4,2596
55,F,184,112,33.1,22,87.4,3,2842
50,M,197,99,25.5,20.2,79,2,2717
41,M,154,70,29.5,10.7,62.5,2,2010
32,M,184,68,20.1,24.8,51.1,2,2303
47,F,169,76,26.6,20.5,60.4,1,1704
59,F,161,63,24.3,39.4,38.2,5,2242
34,M,173,63,21,33.2,42.1,2,2126
22,M,156,70,28.8,23.1,53.8,2,2158
46,M,157,64,26,8,58.9,3,2164
21,F,152,72,31.2,41.4,42.2,1,1684
27,F,175,75,24.5,28.5,53.6,4,2669
34,M,173,22,7.4,17.6,18.1,4,1960
27,M,161,41,15.8,29.1,29.1,2,1768
34,F,185,57,16.7,28.4,40.8,5,2650
37,M,163,74,27.9,16.8,61.6,2,2170
41,F,182,58,17.5,14.6,49.6,2,1858
22,F,171,104,35.6,27.9,74.9,5,3491
51,M,163,83,31.2,30.6,57.6,2,2198
23,M,168,99,35.1,24.6,74.7,3,2991
19,F,157,83,33.7,24,63,3,2410
30,F,172,46,15.5,32.8,30.9,2,1683
60,F,170,52,18,20.8,41.2,2,1542
60,F,175,62,20.2,8,57,4,2160
28,F,178,52,16.4,26.3,38.3,4,2296
64,M,171,86,29.4,31.2,59.1,4,2783
40,F,155,67,27.9,25.8,49.7,3,1980
33,F,179,73,22.8,11.8,64.4,2,2093
48,F,170,90,31.1,16.9,74.8,2,2147
28,M,151,98,43,20.9,77.5,5,3398
33,M,173,65,21.7,11.4,57.6,4,2710
25,F,173,49,16.4,17.4,40.5,1,1542
21,F,166,52,18.9,33.2,34.8,4,2227
57,M,168,87,30.8,14,74.8,2,2255
21,M,164,73,27.1,19.6,58.7,1,1986
42,M,174,56,18.5,27.7,40.5,3,2235
20,M,171,80,27.4,9.1,72.7,4,3059
49,F,160,53,20.7,32.8,35.6,3,1742
20,M,186,43,12.4,17.1,35.7,5,2845
44,F,163,39,14.7,13.6,33.7,2,1413
46,F,142,48,23.8,33.1,32.1,2,1342
49,M,165,87,32,29,61.8,1,1993
36,M,180,66,20.4,13.8,56.9,1,1932
38,M,167,69,24.7,18.9,55.9,2,2129
22,M,153,72,30.8,24.3,54.5,3,2435
35,F,159,54,21.4,19.4,43.5,2,1646
45,F,159,62,24.5,32.3,42,2,1688
59,F,164,64,23.8,28.9,45.5,3,1873
39,M,167,56,20.1,8,51.5,2,1943
38,F,174,62,20.5,15.4,52.5,3,2102
23,M,171,68,23.3,17.7,56,5,3113
18,F,171,66,22.6,18.2,54,4,2549
22,M,187,76,21.7,25.6,56.6,2,2507
58,F,178,62,19.6,31.1,42.7,5,2434
29,F,177,93,29.7,16.9,77.3,4,2984
43,M,151,54,23.7,13,47,2,1751
63,F,162,62,23.6,19.4,50,3,1792
51,F,154,75,31.6,8,69,5,2463
31,M,162,79,30.1,27.6,57.2,1,1983
43,M,177,51,16.3,21,40.3,2,1933
62,M,166,68,24.7,18.7,55.3,2,1942
44,M,180,81,25,23.8,61.8,1,2064
26,M,176,45,14.5,14.7,38.4,2,1959
43,F,170,68,23.5,19.2,54.9,3,2118
64,M,180,47,14.5,16.6,39.2,3,1984
39,F,183,57,17,8,52.4,3,2104
64,F,174,71,23.5,21.9,55.4,3,2040
47,M,172,66,22.3,42.1,38.2,4,2596
60,F,176,52,16.8,22.2,40.4,5,2202
34,F,155,88,36.6,15.8,74.1,3,2352
43,M,168,64,22.7,22.5,49.6,4,2553
53,F,169,78,27.3,13.2,67.7,2,1939
18,M,166,92,33.4,17.2,76.2,4,3230
25,M,162,59,22.5,18.6,48,3,2297
52,M,179,79,24.7,17.6,65.1,5,3142
32,F,171,76,26,19.6,61.1,4,2600
64,F,172,49,16.6,27.5,35.5,4,1869
39,F,184,88,26,18.7,71.5,2,2301
31,F,168,71,25.2,19.6,57.1,4,2490
43,M,166,62,22.5,8,57,1,1737
45,F,183,45,13.4,11.4,39.9,3,1872
40,M,155,50,20.8,22.7,38.7,4,2197
31,F,170,68,23.5,31.1,46.8,4,2460
41,F,162,49,18.7,20.5,39,3,1761
19,F,172,79,26.7,21.4,62.1,2,2212
62,F,175,64,20.9,10.6,57.2,4,2178
43,F,176,46,14.9,15.4,38.9,4,2042
31,M,180,60,18.5,23.9,45.7,2,2165
24,F,167,54,19.4,31.6,36.9,4,2247
20,F,168,51,18.1,23.6,39,5,2468
64,F,175,36,11.8,21,28.5,3,1507
40,F,178,71,22.4,24.1,53.9,1,1753
63,M,156,55,22.6,13.9,47.3,5,2308
60,F,173,98,32.7,14.5,83.7,1,1920
64,M,166,84,30.5,20.2,67.1,3,2421
62,F,170,94,32.5,12.8,82,3,2373
35,M,166,80,29,27.6,57.9,5,3168
55,M,162,61,23.2,29.5,43,5,2569
52,M,159,74,29.3,19.8,59.3,4,2550
32,M,168,65,23,28,46.8,2,2124
42,M,173,75,25.1,33.9,49.6,3,2520
54,F,163,83,31.2,25.2,62.1,3,2197
45,M,181,78,23.8,29.2,55.2,1,2029
27,F,194,70,18.6,21.4,55,4,2788
56,M,174,70,23.1,29.2,49.6,1,1815
34,M,169,73,25.6,21,57.7,3,2512
56,F,160,86,33.6,16.4,71.9,3,2199
39,M,173,62,20.7,27.5,44.9,4,2606
43,M,184,66,19.5,23.8,50.3,3,2480
61,M,189,62,17.4,28.2,44.5,3,2326
42,M,183,72,21.5,16.1,60.4,3,2571
34,F,178,79,24.9,24.5,59.6,3,2435
30,M,174,74,24.4,29.5,52.1,2,2313
37,M,159,69,27.3,18.4,56.3,2,2067
42,F,169,86,30.1,28.4,61.6,4,2665
21,F,167,58,20.8,34.6,37.9,1,1629
27,M,169,47,16.5,17.3,38.9,2,1919
20,M,162,74,28.2,24.1,56.1,5,3149
58,F,177,69,22,36,44.1,2,1849
62,M,167,67,24,10.5,60,2,1937
35,F,166,50,18.1,25.2,37.4,3,1862
64,M,162,72,27.4,27.5,52.2,3,2197
53,F,172,96,32.4,22.2,74.7,3,2493
64,F,184,50,14.8,39.9,30.1,1,1402
39,F,169,67,23.5,25.9,49.6,3,2123
51,M,172,71,24,32.8,47.7,2,2110
64,M,189,63,17.6,28.7,44.9,4,2581
25,M,182,72,21.7,34,47.6,3,2693
57,M,175,63,20.6,23.4,48.3,4,2490
61,F,175,72,23.5,11.6,63.7,2,1853
36,F,163,66,24.8,26.4,48.6,2,1839
59,F,162,61,23.2,8.5,55.8,4,2012
58,M,171,68,23.3,19.3,54.9,4,2524
54,M,171,77,26.3,18.3,62.9,5,2990
23,M,161,46,17.7,18.9,37.3,2,1864
43,F,177,80,25.5,32.1,54.3,3,2371
51,M,167,59,21.2,21.8,46.1,1,1660
62,M,181,79,24.1,38.4,48.6,5,3070
23,F,169,59,20.7,21.5,46.3,2,1884
54,F,168,80,28.3,8,73.6,5,2696
50,M,160,69,27,17.3,57.1,3,2239
39,F,161,56,21.6,28.8,39.9,5,2299
38,M,183,63,18.8,11.2,55.9,2,2184
23,F,172,87,29.4,19.2,70.3,2,2294
23,F,173,70,23.4,28.5,50,2,2069
21,F,186,63,18.2,19.5,50.7,3,2366
47,M,156,87,35.7,17.6,71.7,5,3068
28,M,176,82,26.5,32,55.7,3,2766
47,M,154,57,24,20.2,45.5,3,2018
48,F,165,66,24.2,13.7,57,2,1774
41,F,158,43,17.2,28.7,30.7,3,1629
26,F,178,83,26.2,31.1,57.2,4,2848
20,F,151,70,30.7,23.4,53.6,3,2143
48,M,167,80,28.7,17.4,66.1,2,2212
57,M,158,41,16.4,14.9,34.9,3,1732
54,M,161,65,25.1,17.6,53.6,2,1912
53,F,162,72,27.4,11.9,63.4,5,2482
41,F,183,38,11.3,18.1,31.1,3,1794
48,M,166,79,28.7,26.4,58.1,3,2468
23,F,187,65,18.6,27.9,46.9,4,2661
19,M,189,43,12,22.2,33.4,2,2091
37,F,191,62,17,25.1,46.5,1,1761
45,F,169,76,26.6,20.1,60.7,4,2467
28,M,172,56,18.9,16.2,47,3,2325
21,M,173,69,23.1,19.3,55.7,2,2297
32,F,166,63,22.9,31,43.5,2,1851
23,M,174,40,13.2,8,36.8,3,2135
47,M,160,79,30.9,12.8,68.9,3,2418
55,F,151,82,36,18.2,67.1,3,2058
19,F,177,87,27.8,13.1,75.6,2,2365
32,F,166,70,25.4,25.5,52.1,4,2443
28,M,160,77,30.1,9.7,69.5,1,1962
25,F,161,45,17.4,31.6,30.8,3,1813
43,F,185,73,21.3,37.7,45.5,3,2340
62,F,174,65,21.5,24,49.4,2,1741
61,F,154,68,28.7,17,56.4,5,2235
22,F,158,53,21.2,29.4,37.4,4,2150
23,M,167,86,30.8,19.7,69,2,2466
43,F,174,45,14.9,15.2,38.2,3,1800
21,F,162,74,28.2,22.4,57.4,4,2564
36,M,168,56,19.8,9.4,50.7,5,2726
37,F,171,101,34.5,16.1,84.8,3,2685
50,F,171,80,27.4,15.9,67.3,3,2259
37,M,146,69,32.4,21.2,54.3,3,2204
29,F,172,54,18.3,9.3,49,1,1570
64,M,152,83,35.9,14.6,70.9,3,2270
18,F,167,21,7.5,17.9,17.2,4,1729
43,M,164,75,27.9,25.8,55.7,2,2151
31,M,159,77,30.5,22,60,3,2501
55,F,178,76,24,35.1,49.3,5,2729
54,M,158,82,32.8,14.8,69.9,2,2120
28,M,164,61,22.7,29.1,43.3,2,2062
53,F,178,78,24.6,29.1,55.3,1,1759
30,F,164,59,21.9,23.4,45.2,3,2021
60,M,162,57,21.7,23.1,43.8,4,2220
20,F,167,54,19.4,24.1,41,3,2050
50,M,175,66,21.6,14.5,56.4,1,1810
23,M,184,86,25.4,29.7,60.5,2,2612
27,F,160,95,37.1,22.6,73.5,4,2853
22,F,161,65,25.1,12.4,57,3,2147
40,M,167,60,21.5,31.5,41.1,5,2752
27,F,172,89,30.1,21.1,70.2,4,2879
61,F,162,76,29,22.4,59,3,2025
19,M,176,70,22.6,8,64.4,3,2650
30,M,160,53,20.7,21.3,41.7,3,2146
57,M,150,91,40.4,32.2,61.7,4,2703
19,M,175,71,23.2,17,58.9,2,2356
37,M,176,70,22.6,11.7,61.8,2,2227
18,M,180,78,24.1,25.6,58,3,2821
54,F,150,70,31.1,8.1,64.4,4,2081
26,M,163,92,34.6,26.8,67.3,3,2811
34,F,167,85,30.5,20.4,67.7,2,2148
26,F,187,61,17.4,22.7,47.2,4,2566
28,M,168,71,25.2,40.9,41.9,3,2518
32,F,156,61,25.1,24,46.4,2,1738
41,M,172,98,33.1,11.3,86.9,3,2875
55,F,183,59,17.6,22.9,45.5,5,2465
52,M,180,68,21,27.9,49,4,2673
47,M,175,75,24.5,8,69,2,2218
48,M,172,77,26,21.9,60.1,2,2213
22,M,147,80,37,8.2,73.5,2,2218
61,F,170,82,28.4,22.2,63.8,4,2443
31,F,171,80,27.4,34.4,52.5,3,2406
28,F,168,63,22.3,18.5,51.3,5,2620
26,F,177,61,19.5,22.6,47.2,1,1710
51,F,168,70,24.8,24.2,53,1,1600
29,M,166,61,22.1,24.7,45.9,3,2336
52,M,180,60,18.5,23.2,46.1,2,2021
52,M,165,63,23.1,8,58,3,2179
18,M,170,101,34.9,23.5,77.3,4,3428
57,M,178,93,29.4,16.9,77.3,2,2423
39,F,159,66,26.1,12.9,57.5,5,2465
46,M,158,39,15.6,23.6,29.8,4,1988
25,M,183,61,18.2,23.1,46.9,2,2246
28,F,164,83,30.9,8,76.4,3,2408
58,F,176,46,14.9,18.8,37.3,4,1913
54,M,152,79,34.2,32.7,53.1,2,2028
31,M,144,78,37.6,11.9,68.7,2,2103
47,F,173,70,23.4,23.3,53.7,3,2147
52,M,168,69,24.4,12.4,60.5,1,1782
38,M,173,56,18.7,35.1,36.3,5,2766
54,M,188,80,22.6,27.6,57.9,2,2351
22,F,157,74,30,15.4,62.6,2,1994
36,M,170,62,21.5,23.7,47.3,2,2072
31,M,184,58,17.1,11,51.6,3,2449
43,F,159,52,20.6,8,47.8,1,1365
21,F,164,75,27.9,21.2,59.1,5,2867
42,F,152,66,28.6,15.9,55.5,2,1703
62,M,192,67,18.2,23.6,51.2,5,2973
59,F,147,46,21.3,8.6,42,2,1268
42,M,177,53,16.9,17.5,43.7,3,2218
35,F,156,51,21,34.2,33.5,3,1780
57,M,159,81,32,33.4,53.9,3,2361
25,F,180,72,22.2,35.4,46.5,3,2416
56,M,162,65,24.8,40.1,38.9,4,2393
57,M,176,86,27.8,18.8,69.9,3,2604
31,F,183,84,25.1,8,77.3,2,2293
49,F,172,86,29.1,30.8,59.5,4,2637
55,M,178,66,20.8,13.1,57.4,5,2854
50,F,170,48,16.6,38.5,29.5,3,1753
40,M,171,95,32.5,22.7,73.5,2,2507
32,F,163,77,29,35.1,50,4,2531
50,F,189,78,21.8,20.8,61.8,4,2674
42,M,177,80,25.5,16.6,66.7,2,2339
34,F,175,111,36.2,27.8,80.1,2,2575
50,F,177,68,21.7,25.9,50.4,1,1650
64,M,163,91,34.3,12.8,79.3,1,1936
19,M,179,57,17.8,21.7,44.6,4,2757
31,F,185,82,24,17.4,67.7,2,2282
57,M,156,96,39.4,23.6,73.3,2,2275
57,F,175,69,22.5,21.7,54,2,1839
56,F,170,41,14.2,23.1,31.5,1,1237
23,M,164,78,29,22.1,60.7,5,3220
23,M,159,66,26.1,19.2,53.3,2,2122
20,M,180,82,25.3,24.9,61.6,2,2543
24,M,172,63,21.3,15.9,53,4,2742
25,M,167,105,37.6,35.2,68.1,4,3404
59,M,175,71,23.2,21.9,55.5,3,2346
32,F,168,81,28.7,28.7,57.7,2,2116
64,F,162,55,21,17.7,45.3,3,1676
46,M,171,52,17.8,18.6,42.3,4,2352
50,F,169,50,17.5,29.4,35.3,3,1775
47,F,152,50,21.6,28.1,36,2,1449
56,F,163,80,30.1,21,63.2,1,1653
44,F,157,60,24.3,8,55.2,5,2280
53,M,153,50,21.4,17.8,41.1,5,2272
46,F,174,59,19.5,21.3,46.4,4,2219
55,F,163,80,30.1,16.5,66.8,3,2143
50,M,180,80,24.7,11.8,70.5,3,2604
54,M,151,84,36.8,28.8,59.8,5,2885
44,M,167,65,23.3,20.6,51.6,3,2292
50,M,163,99,37.3,36.5,62.9,1,2116
21,F,154,86,36.3,20.7,68.2,1,1867
39,M,170,52,18,23.4,39.8,5,2645
19,F,155,82,34.1,17.3,67.8,5,2912
27,F,172,70,23.7,34.1,46.1,3,2292
22,M,177,67,21.4,19.6,53.9,2,2297
27,M,172,70,23.7,20.4,55.7,3,2549
50,M,173,60,20,14.4,51.4,4,2477
55,M,180,85,26.2,25,63.7,1,2046
30,M,169,61,21.4,19.4,49.2,4,2624
48,M,161,61,23.5,14.2,52.3,3,2140
64,F,163,81,30.5,21.6,63.5,3,2089
53,F,164,102,37.9,27.8,73.6,3,2509
62,F,159,62,24.5,35.2,40.2,3,1771
41,F,177,51,16.3,23.9,38.8,2,1719
32,M,175,87,28.4,17.6,71.7,3,2803
46,M,153,72,30.8,25.7,53.5,1,1741
25,F,161,77,29.7,20.9,60.9,4,2570
22,F,159,70,27.7,22.5,54.3,4,2454
46,F,173,78,26.1,22,60.9,2,2021
64,M,180,75,23.1,25.7,55.7,1,1872
21,M,174,62,20.5,26.8,45.4,4,2772
29,M,162,80,30.5,21.6,62.7,3,2592
62,F,166,77,27.9,45,42.4,5,2539
19,F,156,64,26.3,29.3,45.2,2,1868
44,M,156,67,27.5,8,61.6,4,2466
48,M,178,58,18.3,19.2,46.8,1,1749
53,F,184,76,22.4,21.8,59.4,4,2559
53,F,162,77,29.3,26.9,56.3,3,2102
43,M,170,69,23.9,36.7,43.7,3,2390
60,F,177,52,16.6,16.2,43.6,5,2213
44,M,153,39,16.7,31.2,26.8,5,2149
22,M,159,66,26.1,23.6,50.4,5,2942
37,F,189,73,20.4,24.6,55,3,2426
28,F,160,79,30.9,31.6,54.1,3,2307
27,F,166,86,31.2,8.7,78.5,2,2202
57,M,163,64,24.1,26.3,47.2,2,1895
55,F,150,46,20.4,35.2,29.8,3,1490
23,F,170,62,21.5,13.5,53.6,1,1687
25,M,169,102,35.7,22,79.5,2,2689
40,M,171,94,32.1,27.4,68.2,2,2493
64,F,169,76,26.6,8,69.9,2,1835
43,M,165,63,23.1,24.7,47.4,3,2249
63,M,164,68,25.3,19.9,54.5,3,2162
60,M,164,95,35.3,33.2,63.4,3,2604
29,F,160,73,28.5,16.1,61.3,3,2207
43,F,161,64,24.7,21.7,50.1,3,1968
30,M,160,89,34.8,15.6,75.2,3,2704
57,M,175,40,13.1,21,31.6,2,1668
35,M,173,54,18,16.3,45.2,3,2249
42,F,170,57,19.7,18.9,46.2,3,1955
50,M,189,85,23.8,12.8,74.1,2,2456
64,M,160,61,23.8,16.4,51,4,2233
57,F,181,43,13.1,16,36.1,4,1923
60,M,167,59,21.2,18.3,48.2,3,2075
29,F,171,62,21.2,21.1,48.9,1,1659
61,F,176,68,22,8,62.6,2,1806
53,F,165,71,26.1,23.1,54.6,1,1578
